admin1,admin2,admin3,admin4,admin5,admin6,amount
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1963 Mayoralty of Chietu,0000 UNCATEGORIZED AT THIS LEVEL,073 Centralized accounting offices,27200.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1963 Mayoralty of Chietu,0000 UNCATEGORIZED AT THIS LEVEL,"089 Culture palaces and houses, clubs and other similar facilities",76500.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1963 Mayoralty of Chietu,0000 UNCATEGORIZED AT THIS LEVEL,"179 Districts, towns, villages (communities) planning/development",5300.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1963 Mayoralty of Chietu,0000 UNCATEGORIZED AT THIS LEVEL,190 Environment funds,449992.66
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1963 Mayoralty of Chietu,0000 UNCATEGORIZED AT THIS LEVEL,015 Executive authorities under the local public administration authorities,605761.25
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1963 Mayoralty of Chietu,0000 UNCATEGORIZED AT THIS LEVEL,087 Libraries,35600.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1963 Mayoralty of Chietu,0000 UNCATEGORIZED AT THIS LEVEL,213 Local public administration authorities reserves fund,13500.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1963 Mayoralty of Chietu,0000 UNCATEGORIZED AT THIS LEVEL,085 Physical education and sports,3000.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1963 Mayoralty of Chietu,0000 UNCATEGORIZED AT THIS LEVEL,051 Preschool facilities,1029705.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1963 Mayoralty of Chietu,0000 UNCATEGORIZED AT THIS LEVEL,092 Youth activities,2400.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1963 Mayoralty of Chietu,0000 UNCATEGORIZED AT THIS LEVEL,214 other costs,16200.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1176 Mayoralty of Chioselia,0000 UNCATEGORIZED AT THIS LEVEL,034 Administrative-military activities,600.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1176 Mayoralty of Chioselia,0000 UNCATEGORIZED AT THIS LEVEL,073 Centralized accounting offices,50758.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1176 Mayoralty of Chioselia,0000 UNCATEGORIZED AT THIS LEVEL,"089 Culture palaces and houses, clubs and other similar facilities",158470.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1176 Mayoralty of Chioselia,0000 UNCATEGORIZED AT THIS LEVEL,"179 Districts, towns, villages (communities) planning/development",23500.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1176 Mayoralty of Chioselia,0000 UNCATEGORIZED AT THIS LEVEL,015 Executive authorities under the local public administration authorities,896275.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1176 Mayoralty of Chioselia,0000 UNCATEGORIZED AT THIS LEVEL,087 Libraries,71200.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1176 Mayoralty of Chioselia,0000 UNCATEGORIZED AT THIS LEVEL,213 Local public administration authorities reserves fund,31700.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1176 Mayoralty of Chioselia,0000 UNCATEGORIZED AT THIS LEVEL,085 Physical education and sports,2900.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1176 Mayoralty of Chioselia,0000 UNCATEGORIZED AT THIS LEVEL,051 Preschool facilities,1717989.21
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1176 Mayoralty of Chioselia,0000 UNCATEGORIZED AT THIS LEVEL,260 Social aid canteen services,18000.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1176 Mayoralty of Chioselia,0000 UNCATEGORIZED AT THIS LEVEL,273 Support for the young teaching staff from rural areas,11400.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1176 Mayoralty of Chioselia,0000 UNCATEGORIZED AT THIS LEVEL,092 Youth activities,700.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1176 Mayoralty of Chioselia,0000 UNCATEGORIZED AT THIS LEVEL,214 other costs,117084.43
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1976 Mayoralty of Chisla,0000 UNCATEGORIZED AT THIS LEVEL,034 Administrative-military activities,200.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1976 Mayoralty of Chisla,0000 UNCATEGORIZED AT THIS LEVEL,073 Centralized accounting offices,14000.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1976 Mayoralty of Chisla,0000 UNCATEGORIZED AT THIS LEVEL,"089 Culture palaces and houses, clubs and other similar facilities",57400.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1976 Mayoralty of Chisla,0000 UNCATEGORIZED AT THIS LEVEL,"179 Districts, towns, villages (communities) planning/development",17500.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1976 Mayoralty of Chisla,0000 UNCATEGORIZED AT THIS LEVEL,015 Executive authorities under the local public administration authorities,463200.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1976 Mayoralty of Chisla,0000 UNCATEGORIZED AT THIS LEVEL,087 Libraries,35600.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1976 Mayoralty of Chisla,0000 UNCATEGORIZED AT THIS LEVEL,213 Local public administration authorities reserves fund,29500.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1976 Mayoralty of Chisla,0000 UNCATEGORIZED AT THIS LEVEL,131 Other social support and care actions and facilities,7200.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1976 Mayoralty of Chisla,0000 UNCATEGORIZED AT THIS LEVEL,085 Physical education and sports,600.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1976 Mayoralty of Chisla,0000 UNCATEGORIZED AT THIS LEVEL,051 Preschool facilities,505600.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1976 Mayoralty of Chisla,0000 UNCATEGORIZED AT THIS LEVEL,181 Street lights,157400.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1976 Mayoralty of Chisla,0000 UNCATEGORIZED AT THIS LEVEL,092 Youth activities,200.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1976 Mayoralty of Chisla,0000 UNCATEGORIZED AT THIS LEVEL,214 other costs,3400.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1177 Mayoralty of Ciobalaccia,0000 UNCATEGORIZED AT THIS LEVEL,034 Administrative-military activities,600.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1177 Mayoralty of Ciobalaccia,0000 UNCATEGORIZED AT THIS LEVEL,073 Centralized accounting offices,32500.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1177 Mayoralty of Ciobalaccia,0000 UNCATEGORIZED AT THIS LEVEL,"089 Culture palaces and houses, clubs and other similar facilities",172300.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1177 Mayoralty of Ciobalaccia,0000 UNCATEGORIZED AT THIS LEVEL,"179 Districts, towns, villages (communities) planning/development",41000.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1177 Mayoralty of Ciobalaccia,0000 UNCATEGORIZED AT THIS LEVEL,190 Environment funds,582792.28
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1177 Mayoralty of Ciobalaccia,0000 UNCATEGORIZED AT THIS LEVEL,015 Executive authorities under the local public administration authorities,656100.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1177 Mayoralty of Ciobalaccia,0000 UNCATEGORIZED AT THIS LEVEL,087 Libraries,106800.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1177 Mayoralty of Ciobalaccia,0000 UNCATEGORIZED AT THIS LEVEL,213 Local public administration authorities reserves fund,19500.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1177 Mayoralty of Ciobalaccia,0000 UNCATEGORIZED AT THIS LEVEL,131 Other social support and care actions and facilities,14400.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1177 Mayoralty of Ciobalaccia,0000 UNCATEGORIZED AT THIS LEVEL,085 Physical education and sports,2400.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1177 Mayoralty of Ciobalaccia,0000 UNCATEGORIZED AT THIS LEVEL,051 Preschool facilities,1184200.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1177 Mayoralty of Ciobalaccia,0000 UNCATEGORIZED AT THIS LEVEL,167 Roads office,100000.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1177 Mayoralty of Ciobalaccia,0000 UNCATEGORIZED AT THIS LEVEL,260 Social aid canteen services,20000.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1177 Mayoralty of Ciobalaccia,0000 UNCATEGORIZED AT THIS LEVEL,181 Street lights,200000.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1177 Mayoralty of Ciobalaccia,0000 UNCATEGORIZED AT THIS LEVEL,092 Youth activities,900.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1177 Mayoralty of Ciobalaccia,0000 UNCATEGORIZED AT THIS LEVEL,214 other costs,26200.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1178 Mayoralty of Cirpesti,0000 UNCATEGORIZED AT THIS LEVEL,034 Administrative-military activities,600.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1178 Mayoralty of Cirpesti,0000 UNCATEGORIZED AT THIS LEVEL,073 Centralized accounting offices,23200.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1178 Mayoralty of Cirpesti,0000 UNCATEGORIZED AT THIS LEVEL,"089 Culture palaces and houses, clubs and other similar facilities",114100.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1178 Mayoralty of Cirpesti,0000 UNCATEGORIZED AT THIS LEVEL,"179 Districts, towns, villages (communities) planning/development",55978.27
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1178 Mayoralty of Cirpesti,0000 UNCATEGORIZED AT THIS LEVEL,015 Executive authorities under the local public administration authorities,706900.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1178 Mayoralty of Cirpesti,0000 UNCATEGORIZED AT THIS LEVEL,337 Gymnasiums,749343.44
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1178 Mayoralty of Cirpesti,0000 UNCATEGORIZED AT THIS LEVEL,087 Libraries,54100.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1178 Mayoralty of Cirpesti,0000 UNCATEGORIZED AT THIS LEVEL,213 Local public administration authorities reserves fund,14800.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1178 Mayoralty of Cirpesti,0000 UNCATEGORIZED AT THIS LEVEL,131 Other social support and care actions and facilities,36000.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1178 Mayoralty of Cirpesti,0000 UNCATEGORIZED AT THIS LEVEL,085 Physical education and sports,2000.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1178 Mayoralty of Cirpesti,0000 UNCATEGORIZED AT THIS LEVEL,051 Preschool facilities,880100.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1178 Mayoralty of Cirpesti,0000 UNCATEGORIZED AT THIS LEVEL,260 Social aid canteen services,24000.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1178 Mayoralty of Cirpesti,0000 UNCATEGORIZED AT THIS LEVEL,092 Youth activities,800.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1178 Mayoralty of Cirpesti,0000 UNCATEGORIZED AT THIS LEVEL,214 other costs,5800.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1179 Mayoralty of Cociulia,0000 UNCATEGORIZED AT THIS LEVEL,034 Administrative-military activities,800.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1179 Mayoralty of Cociulia,0000 UNCATEGORIZED AT THIS LEVEL,073 Centralized accounting offices,37200.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1179 Mayoralty of Cociulia,0000 UNCATEGORIZED AT THIS LEVEL,"089 Culture palaces and houses, clubs and other similar facilities",153000.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1179 Mayoralty of Cociulia,0000 UNCATEGORIZED AT THIS LEVEL,"179 Districts, towns, villages (communities) planning/development",161000.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1179 Mayoralty of Cociulia,0000 UNCATEGORIZED AT THIS LEVEL,416 Engineering networks,10000.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1179 Mayoralty of Cociulia,0000 UNCATEGORIZED AT THIS LEVEL,190 Environment funds,6807.29
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1179 Mayoralty of Cociulia,0000 UNCATEGORIZED AT THIS LEVEL,015 Executive authorities under the local public administration authorities,757100.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1179 Mayoralty of Cociulia,0000 UNCATEGORIZED AT THIS LEVEL,087 Libraries,71200.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1179 Mayoralty of Cociulia,0000 UNCATEGORIZED AT THIS LEVEL,213 Local public administration authorities reserves fund,24900.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1179 Mayoralty of Cociulia,0000 UNCATEGORIZED AT THIS LEVEL,338 Lyceums,28800.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1179 Mayoralty of Cociulia,0000 UNCATEGORIZED AT THIS LEVEL,131 Other social support and care actions and facilities,38300.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1179 Mayoralty of Cociulia,0000 UNCATEGORIZED AT THIS LEVEL,085 Physical education and sports,5800.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1179 Mayoralty of Cociulia,0000 UNCATEGORIZED AT THIS LEVEL,051 Preschool facilities,1767300.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1179 Mayoralty of Cociulia,0000 UNCATEGORIZED AT THIS LEVEL,167 Roads office,2400000.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1179 Mayoralty of Cociulia,0000 UNCATEGORIZED AT THIS LEVEL,092 Youth activities,1100.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1179 Mayoralty of Cociulia,0000 UNCATEGORIZED AT THIS LEVEL,214 other costs,135600.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1998 Mayoralty of Costangalia,0000 UNCATEGORIZED AT THIS LEVEL,034 Administrative-military activities,600.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1998 Mayoralty of Costangalia,0000 UNCATEGORIZED AT THIS LEVEL,073 Centralized accounting offices,14000.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1998 Mayoralty of Costangalia,0000 UNCATEGORIZED AT THIS LEVEL,"089 Culture palaces and houses, clubs and other similar facilities",71742.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1998 Mayoralty of Costangalia,0000 UNCATEGORIZED AT THIS LEVEL,"179 Districts, towns, villages (communities) planning/development",27000.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1998 Mayoralty of Costangalia,0000 UNCATEGORIZED AT THIS LEVEL,015 Executive authorities under the local public administration authorities,414913.21
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1998 Mayoralty of Costangalia,0000 UNCATEGORIZED AT THIS LEVEL,087 Libraries,35600.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1998 Mayoralty of Costangalia,0000 UNCATEGORIZED AT THIS LEVEL,213 Local public administration authorities reserves fund,12200.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1998 Mayoralty of Costangalia,0000 UNCATEGORIZED AT THIS LEVEL,131 Other social support and care actions and facilities,1200.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1998 Mayoralty of Costangalia,0000 UNCATEGORIZED AT THIS LEVEL,085 Physical education and sports,800.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1998 Mayoralty of Costangalia,0000 UNCATEGORIZED AT THIS LEVEL,051 Preschool facilities,785025.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1998 Mayoralty of Costangalia,0000 UNCATEGORIZED AT THIS LEVEL,260 Social aid canteen services,24000.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1998 Mayoralty of Costangalia,0000 UNCATEGORIZED AT THIS LEVEL,181 Street lights,74858.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1998 Mayoralty of Costangalia,0000 UNCATEGORIZED AT THIS LEVEL,092 Youth activities,300.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1998 Mayoralty of Costangalia,0000 UNCATEGORIZED AT THIS LEVEL,214 other costs,2600.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,2048 Mayoralty of Enichioi,0000 UNCATEGORIZED AT THIS LEVEL,034 Administrative-military activities,600.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,2048 Mayoralty of Enichioi,0000 UNCATEGORIZED AT THIS LEVEL,073 Centralized accounting offices,34800.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,2048 Mayoralty of Enichioi,0000 UNCATEGORIZED AT THIS LEVEL,"089 Culture palaces and houses, clubs and other similar facilities",52300.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,2048 Mayoralty of Enichioi,0000 UNCATEGORIZED AT THIS LEVEL,"179 Districts, towns, villages (communities) planning/development",16800.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,2048 Mayoralty of Enichioi,0000 UNCATEGORIZED AT THIS LEVEL,416 Engineering networks,100000.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,2048 Mayoralty of Enichioi,0000 UNCATEGORIZED AT THIS LEVEL,015 Executive authorities under the local public administration authorities,441408.2
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,2048 Mayoralty of Enichioi,0000 UNCATEGORIZED AT THIS LEVEL,087 Libraries,53400.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,2048 Mayoralty of Enichioi,0000 UNCATEGORIZED AT THIS LEVEL,213 Local public administration authorities reserves fund,15100.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,2048 Mayoralty of Enichioi,0000 UNCATEGORIZED AT THIS LEVEL,415 Natural gas pipelines,150000.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,2048 Mayoralty of Enichioi,0000 UNCATEGORIZED AT THIS LEVEL,131 Other social support and care actions and facilities,7200.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,2048 Mayoralty of Enichioi,0000 UNCATEGORIZED AT THIS LEVEL,085 Physical education and sports,1500.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,2048 Mayoralty of Enichioi,0000 UNCATEGORIZED AT THIS LEVEL,051 Preschool facilities,981900.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,2048 Mayoralty of Enichioi,0000 UNCATEGORIZED AT THIS LEVEL,260 Social aid canteen services,16000.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,2048 Mayoralty of Enichioi,0000 UNCATEGORIZED AT THIS LEVEL,092 Youth activities,600.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,2048 Mayoralty of Enichioi,0000 UNCATEGORIZED AT THIS LEVEL,214 other costs,6400.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1180 Mayoralty of Gotesti,0000 UNCATEGORIZED AT THIS LEVEL,034 Administrative-military activities,800.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1180 Mayoralty of Gotesti,0000 UNCATEGORIZED AT THIS LEVEL,073 Centralized accounting offices,46500.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1180 Mayoralty of Gotesti,0000 UNCATEGORIZED AT THIS LEVEL,"089 Culture palaces and houses, clubs and other similar facilities",287100.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1180 Mayoralty of Gotesti,0000 UNCATEGORIZED AT THIS LEVEL,"179 Districts, towns, villages (communities) planning/development",26151.19
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1180 Mayoralty of Gotesti,0000 UNCATEGORIZED AT THIS LEVEL,190 Environment funds,798187.94
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1180 Mayoralty of Gotesti,0000 UNCATEGORIZED AT THIS LEVEL,015 Executive authorities under the local public administration authorities,647876.96
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1180 Mayoralty of Gotesti,0000 UNCATEGORIZED AT THIS LEVEL,087 Libraries,71200.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1180 Mayoralty of Gotesti,0000 UNCATEGORIZED AT THIS LEVEL,213 Local public administration authorities reserves fund,206400.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1180 Mayoralty of Gotesti,0000 UNCATEGORIZED AT THIS LEVEL,415 Natural gas pipelines,650000.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1180 Mayoralty of Gotesti,0000 UNCATEGORIZED AT THIS LEVEL,131 Other social support and care actions and facilities,69000.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1180 Mayoralty of Gotesti,0000 UNCATEGORIZED AT THIS LEVEL,085 Physical education and sports,3600.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1180 Mayoralty of Gotesti,0000 UNCATEGORIZED AT THIS LEVEL,051 Preschool facilities,2202698.75
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1180 Mayoralty of Gotesti,0000 UNCATEGORIZED AT THIS LEVEL,167 Roads office,100000.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1180 Mayoralty of Gotesti,0000 UNCATEGORIZED AT THIS LEVEL,723 Social Investment Fund II project,3089.22
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1180 Mayoralty of Gotesti,0000 UNCATEGORIZED AT THIS LEVEL,092 Youth activities,1300.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,1180 Mayoralty of Gotesti,0000 UNCATEGORIZED AT THIS LEVEL,214 other costs,97166.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,2071 Mayoralty of Haraghis,0000 UNCATEGORIZED AT THIS LEVEL,034 Administrative-military activities,400.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,2071 Mayoralty of Haraghis,0000 UNCATEGORIZED AT THIS LEVEL,073 Centralized accounting offices,18600.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,2071 Mayoralty of Haraghis,0000 UNCATEGORIZED AT THIS LEVEL,"089 Culture palaces and houses, clubs and other similar facilities",76600.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,2071 Mayoralty of Haraghis,0000 UNCATEGORIZED AT THIS LEVEL,"179 Districts, towns, villages (communities) planning/development",12500.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,2071 Mayoralty of Haraghis,0000 UNCATEGORIZED AT THIS LEVEL,015 Executive authorities under the local public administration authorities,397700.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,2071 Mayoralty of Haraghis,0000 UNCATEGORIZED AT THIS LEVEL,337 Gymnasiums,50800.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,2071 Mayoralty of Haraghis,0000 UNCATEGORIZED AT THIS LEVEL,087 Libraries,17800.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,2071 Mayoralty of Haraghis,0000 UNCATEGORIZED AT THIS LEVEL,213 Local public administration authorities reserves fund,11000.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,2071 Mayoralty of Haraghis,0000 UNCATEGORIZED AT THIS LEVEL,131 Other social support and care actions and facilities,15900.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,2071 Mayoralty of Haraghis,0000 UNCATEGORIZED AT THIS LEVEL,085 Physical education and sports,800.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,2071 Mayoralty of Haraghis,0000 UNCATEGORIZED AT THIS LEVEL,051 Preschool facilities,751000.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,2071 Mayoralty of Haraghis,0000 UNCATEGORIZED AT THIS LEVEL,167 Roads office,140000.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,2071 Mayoralty of Haraghis,0000 UNCATEGORIZED AT THIS LEVEL,273 Support for the young teaching staff from rural areas,4100.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,2071 Mayoralty of Haraghis,0000 UNCATEGORIZED AT THIS LEVEL,092 Youth activities,300.0
Local Local,036 District Council Cantemir,0000 UNCATEGORIZED AT THIS LEVEL,2071 Mayoralty of Haraghis,0000 UNCATEGORIZED AT THIS LEVEL,214 other costs,200.0
