admin1,admin2,admin3,admin4,admin5,admin6,amount
Central Central,157 Academy of Sciences of Moldova,0157 Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,"064 Academies, universities and other university-level higher education facilities",6495200.0
Central Central,157 Academy of Sciences of Moldova,0157 Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,831 Actions taken towards preparing and editing of Moldova's Encyclopedia,0.0
Central Central,157 Academy of Sciences of Moldova,0157 Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,839 Basic and applied research in mathematics,355000.0
Central Central,157 Academy of Sciences of Moldova,0157 Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,010 Central apparatus (office) of ministries and other administrative authorities,9990507.319999998
Central Central,157 Academy of Sciences of Moldova,0157 Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,220 Centralized allocations,14562416.67
Central Central,157 Academy of Sciences of Moldova,0157 Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,"840 Developing competitiveness and sustainable economic growth in the context of a knowledge-based economy, globalization and regional and European integration",500000.0
Central Central,157 Academy of Sciences of Moldova,0157 Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,240 Doctoral degree,2964000.0
Central Central,157 Academy of Sciences of Moldova,0157 Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,829 Expert review of research/development papers,0.0
Central Central,157 Academy of Sciences of Moldova,0157 Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,819 Individual topics and projects for young researchers,1305000.0
Central Central,157 Academy of Sciences of Moldova,0157 Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,45960000.0
Central Central,157 Academy of Sciences of Moldova,0157 Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,244 Master's degree,540000.0
Central Central,157 Academy of Sciences of Moldova,0157 Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,241 Postgraduate degree,2511200.0
Central Central,157 Academy of Sciences of Moldova,0157 Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,828 Research and innovation development coordination services,4918571.51
Central Central,157 Academy of Sciences of Moldova,0157 Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,826 Research ensuring facilities,5097785.260000001
Central Central,157 Academy of Sciences of Moldova,0157 Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,"827 Systems for use of renewable energy, mechatronic devices, industrial and satellite technologies",250000.0
Central Central,157 Academy of Sciences of Moldova,0157 Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,824 Technology transfer topics and projects awarded on a competitive basis,0.0
Central Central,157 Academy of Sciences of Moldova,0157 Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,820 Topics and projects carried out based on international technical/research programs,1772700.0
Central Central,157 Academy of Sciences of Moldova,1731 Andrew Lupan Central Scientific Library of the Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,826 Research ensuring facilities,6288085.519999999
Central Central,157 Academy of Sciences of Moldova,1714 Botanical Garden Institute of the Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,819 Individual topics and projects for young researchers,169988.0
Central Central,157 Academy of Sciences of Moldova,1714 Botanical Garden Institute of the Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,8948469.27
Central Central,157 Academy of Sciences of Moldova,1714 Botanical Garden Institute of the Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,824 Technology transfer topics and projects awarded on a competitive basis,369999.2
Central Central,157 Academy of Sciences of Moldova,1714 Botanical Garden Institute of the Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,820 Topics and projects carried out based on international technical/research programs,100000.0
Central Central,157 Academy of Sciences of Moldova,3825 Expertize Advisory Council public institution,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,829 Expert review of research/development papers,1022212.08
Central Central,157 Academy of Sciences of Moldova,3821 Fundamental and applicative research financing center,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,828 Research and innovation development coordination services,489033.0800000001
Central Central,157 Academy of Sciences of Moldova,"3895 Genetics, Physiology, and Plants Protection Public Institution of the Academy of Sciences",0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,23640962.46
Central Central,157 Academy of Sciences of Moldova,"3895 Genetics, Physiology, and Plants Protection Public Institution of the Academy of Sciences",0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,824 Technology transfer topics and projects awarded on a competitive basis,219787.91
Central Central,157 Academy of Sciences of Moldova,"3895 Genetics, Physiology, and Plants Protection Public Institution of the Academy of Sciences",0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,820 Topics and projects carried out based on international technical/research programs,602405.42
Central Central,157 Academy of Sciences of Moldova,3478 Heritage Institute,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,220 Centralized allocations,19992.0
Central Central,157 Academy of Sciences of Moldova,3478 Heritage Institute,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,6344156.83
Central Central,157 Academy of Sciences of Moldova,3469 Institute for European Integration and Political Science,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,220 Centralized allocations,37450.0
Central Central,157 Academy of Sciences of Moldova,3469 Institute for European Integration and Political Science,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,4602508.74
Central Central,157 Academy of Sciences of Moldova,1722 Institute of Applied Physics,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,819 Individual topics and projects for young researchers,94719.33
Central Central,157 Academy of Sciences of Moldova,1722 Institute of Applied Physics,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,14250105.93
Central Central,157 Academy of Sciences of Moldova,1722 Institute of Applied Physics,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,820 Topics and projects carried out based on international technical/research programs,1064090.1600000001
Central Central,157 Academy of Sciences of Moldova,1705 Institute of Chemistry,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,819 Individual topics and projects for young researchers,169744.0
Central Central,157 Academy of Sciences of Moldova,1705 Institute of Chemistry,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,10705651.54
Central Central,157 Academy of Sciences of Moldova,1705 Institute of Chemistry,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,820 Topics and projects carried out based on international technical/research programs,608897.8799999999
Central Central,157 Academy of Sciences of Moldova,3472 Institute of Ecology and Geography,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,819 Individual topics and projects for young researchers,94781.57
Central Central,157 Academy of Sciences of Moldova,3472 Institute of Ecology and Geography,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,7433553.270000001
Central Central,157 Academy of Sciences of Moldova,3472 Institute of Ecology and Geography,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,820 Topics and projects carried out based on international technical/research programs,149758.01
Central Central,157 Academy of Sciences of Moldova,"3477 Institute of Economy, Finance and Statistics",0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,"840 Developing competitiveness and sustainable economic growth in the context of a knowledge-based economy, globalization and regional and European integration",99785.06000000001
Central Central,157 Academy of Sciences of Moldova,"3477 Institute of Economy, Finance and Statistics",0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,819 Individual topics and projects for young researchers,79914.2
Central Central,157 Academy of Sciences of Moldova,"3477 Institute of Economy, Finance and Statistics",0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,7918914.3599999985
Central Central,157 Academy of Sciences of Moldova,"3477 Institute of Economy, Finance and Statistics",0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,826 Research ensuring facilities,1847993.6600000001
Central Central,157 Academy of Sciences of Moldova,"3477 Institute of Economy, Finance and Statistics",0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,820 Topics and projects carried out based on international technical/research programs,99826.14000000001
Central Central,157 Academy of Sciences of Moldova,2631 Institute of Education Sciences,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,4512701.340000001
Central Central,157 Academy of Sciences of Moldova,3470 Institute of Electronics Engineering and Industrial Technologies,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,819 Individual topics and projects for young researchers,94947.0
Central Central,157 Academy of Sciences of Moldova,3470 Institute of Electronics Engineering and Industrial Technologies,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,11483367.989999998
Central Central,157 Academy of Sciences of Moldova,3470 Institute of Electronics Engineering and Industrial Technologies,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,820 Topics and projects carried out based on international technical/research programs,556825.72
Central Central,157 Academy of Sciences of Moldova,3473 Institute of Genetics and Plant Physiology,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,0.0
Central Central,157 Academy of Sciences of Moldova,3468 Institute of Geology and Seismology,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,5241030.85
Central Central,157 Academy of Sciences of Moldova,3468 Institute of Geology and Seismology,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,820 Topics and projects carried out based on international technical/research programs,60545.35
Central Central,157 Academy of Sciences of Moldova,"1719 Institute of History, State and Law",0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,220 Centralized allocations,20000.0
Central Central,157 Academy of Sciences of Moldova,"1719 Institute of History, State and Law",0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,819 Individual topics and projects for young researchers,79951.64
Central Central,157 Academy of Sciences of Moldova,"1719 Institute of History, State and Law",0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,4358782.929999999
Central Central,157 Academy of Sciences of Moldova,"1719 Institute of History, State and Law",0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,820 Topics and projects carried out based on international technical/research programs,64999.8
Central Central,157 Academy of Sciences of Moldova,1707 Institute of Mathematics and Computer Science,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,839 Basic and applied research in mathematics,144868.53
Central Central,157 Academy of Sciences of Moldova,1707 Institute of Mathematics and Computer Science,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,819 Individual topics and projects for young researchers,239999.2
Central Central,157 Academy of Sciences of Moldova,1707 Institute of Mathematics and Computer Science,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,4085537.5
Central Central,157 Academy of Sciences of Moldova,1707 Institute of Mathematics and Computer Science,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,824 Technology transfer topics and projects awarded on a competitive basis,399912.5
Central Central,157 Academy of Sciences of Moldova,1707 Institute of Mathematics and Computer Science,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,820 Topics and projects carried out based on international technical/research programs,480407.93000000005
Central Central,157 Academy of Sciences of Moldova,3474 Institute of Microbiology and Biotechnology,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,819 Individual topics and projects for young researchers,164930.41999999998
Central Central,157 Academy of Sciences of Moldova,3474 Institute of Microbiology and Biotechnology,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,7918151.14
Central Central,157 Academy of Sciences of Moldova,3474 Institute of Microbiology and Biotechnology,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,820 Topics and projects carried out based on international technical/research programs,57624.0
Central Central,157 Academy of Sciences of Moldova,"3698 Institute of Pedology, Agrochemistry and Soil Nicolae Dimo",0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,5547532.17
Central Central,157 Academy of Sciences of Moldova,"3698 Institute of Pedology, Agrochemistry and Soil Nicolae Dimo",0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,820 Topics and projects carried out based on international technical/research programs,149948.5
Central Central,157 Academy of Sciences of Moldova,3475 Institute of Philology of the Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,220 Centralized allocations,17500.0
Central Central,157 Academy of Sciences of Moldova,3475 Institute of Philology of the Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,819 Individual topics and projects for young researchers,89888.83
Central Central,157 Academy of Sciences of Moldova,3475 Institute of Philology of the Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,6009643.460000001
Central Central,157 Academy of Sciences of Moldova,1723 Institute of Physiology and Sanocreatology,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,220 Centralized allocations,15000.0
Central Central,157 Academy of Sciences of Moldova,1723 Institute of Physiology and Sanocreatology,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,5115165.600000001
Central Central,157 Academy of Sciences of Moldova,3467 Institute of Plant Protection and Ecological Agriculture,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,0.0
Central Central,157 Academy of Sciences of Moldova,3700 Institute of Practical Stiitifico phytotechny,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,825 Innovation infrastructures,160872.47999999998
Central Central,157 Academy of Sciences of Moldova,3700 Institute of Practical Stiitifico phytotechny,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,10651861.319999998
Central Central,157 Academy of Sciences of Moldova,3700 Institute of Practical Stiitifico phytotechny,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,820 Topics and projects carried out based on international technical/research programs,149848.95
Central Central,157 Academy of Sciences of Moldova,1725 Institute of Zoology of Academy of Sciences,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,819 Individual topics and projects for young researchers,84937.13
Central Central,157 Academy of Sciences of Moldova,1725 Institute of Zoology of Academy of Sciences,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,14582259.540000001
Central Central,157 Academy of Sciences of Moldova,1725 Institute of Zoology of Academy of Sciences,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,820 Topics and projects carried out based on international technical/research programs,64996.0
Central Central,157 Academy of Sciences of Moldova,3696 Institute practical horticulture science and food technology,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,819 Individual topics and projects for young researchers,84853.0
Central Central,157 Academy of Sciences of Moldova,3696 Institute practical horticulture science and food technology,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,16375731.350000001
Central Central,157 Academy of Sciences of Moldova,3696 Institute practical horticulture science and food technology,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,241 Postgraduate degree,142889.0
Central Central,157 Academy of Sciences of Moldova,3696 Institute practical horticulture science and food technology,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,824 Technology transfer topics and projects awarded on a competitive basis,184548.15
Central Central,157 Academy of Sciences of Moldova,3696 Institute practical horticulture science and food technology,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,820 Topics and projects carried out based on international technical/research programs,211677.49999999997
Central Central,157 Academy of Sciences of Moldova,3697 International Projects Centre,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,"842 Actions to coordinate the activities of MOST, NCP, and program committees",1454150.94
Central Central,157 Academy of Sciences of Moldova,3697 International Projects Centre,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,828 Research and innovation development coordination services,1659376.04
Central Central,157 Academy of Sciences of Moldova,3640 Luce Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,246 Hostels,1220810.8299999998
Central Central,157 Academy of Sciences of Moldova,3640 Luce Academy of Sciences of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,338 Lyceums,6161342.720000001
Central Central,157 Academy of Sciences of Moldova,1219 National Centre for Preventive Medicine,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,819 Individual topics and projects for young researchers,84945.0
Central Central,157 Academy of Sciences of Moldova,1219 National Centre for Preventive Medicine,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,5145773.42
Central Central,157 Academy of Sciences of Moldova,3366 National Centre for Reproductive Health and Medical Genetics,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,71142.39
Central Central,157 Academy of Sciences of Moldova,1463 National Museum of Archaeology and History of Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,1699824.87
Central Central,157 Academy of Sciences of Moldova,1457 National Museum of Ethnography and Natural History,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,1220200.81
Central Central,157 Academy of Sciences of Moldova,1728 Power Institute,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,220 Centralized allocations,15000.0
Central Central,157 Academy of Sciences of Moldova,1728 Power Institute,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,3107582.1299999994
Central Central,157 Academy of Sciences of Moldova,"3741 Practical Porumbeni Stintifico Center, a branch of the Institute of Crop Production and Applied Stintifico",0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,14698393.470000003
Central Central,157 Academy of Sciences of Moldova,3699 Practical Stiitifico Institute of Biotechnology in animal husbandry and veterinary medicine,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,4052183.41
Central Central,157 Academy of Sciences of Moldova,3699 Practical Stiitifico Institute of Biotechnology in animal husbandry and veterinary medicine,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,824 Technology transfer topics and projects awarded on a competitive basis,43842.0
Central Central,157 Academy of Sciences of Moldova,0334 State Agency for Innovation and Technology Transfer,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,809 Academica” technological park,999995.0
Central Central,157 Academy of Sciences of Moldova,0334 State Agency for Innovation and Technology Transfer,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,825 Innovation infrastructures,280000.0
Central Central,157 Academy of Sciences of Moldova,0334 State Agency for Innovation and Technology Transfer,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,828 Research and innovation development coordination services,3821740.459999999
Central Central,157 Academy of Sciences of Moldova,0334 State Agency for Innovation and Technology Transfer,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,824 Technology transfer topics and projects awarded on a competitive basis,4991470.0
Central Central,157 Academy of Sciences of Moldova,3665 Wikipedia Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,831 Actions taken towards preparing and editing of Moldova's Encyclopedia,5596482.58
Central Central,157 Academy of Sciences of Moldova,3665 Wikipedia Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,220 Centralized allocations,40000.0
Central Central,157 Academy of Sciences of Moldova,3665 Wikipedia Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,819 Individual topics and projects for young researchers,159863.5
Central Central,157 Academy of Sciences of Moldova,3665 Wikipedia Moldova,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,817 Institutional research,435214.0
Central Central,155 Agency for Cadastre and Land related Affairs,0155 Land Relations and Cadastre Agency,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,010 Central apparatus (office) of ministries and other administrative authorities,4882720.879999999
Central Central,155 Agency for Cadastre and Land related Affairs,0155 Land Relations and Cadastre Agency,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,"185 Geodesy, mapping and cadastre measures",1627999.0
Central Central,155 Agency for Cadastre and Land related Affairs,0155 Land Relations and Cadastre Agency,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,288 Land reforms actions,14534461.0
Central Central,155 Agency for Cadastre and Land related Affairs,0155 Land Relations and Cadastre Agency,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,289 Real estate valuation and revaluation,14000000.0
Central Central,155 Agency for Cadastre and Land related Affairs,0155 Land Relations and Cadastre Agency,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,161 Soil fertility enhancement and recovery erosion control works,22300000.0
Central Central,155 Agency for Cadastre and Land related Affairs,0155 Land Relations and Cadastre Agency,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,214 other costs,13800000.0
Central Central,154 Archives State Service,0154 State Archive Service,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,080 Archive facilities,4708705.489999998
Central Central,154 Archives State Service,0154 State Archive Service,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,010 Central apparatus (office) of ministries and other administrative authorities,1903823.0399999998
Central Central,149 Bureau for Cross-ethnic Relations,0149 Interethnic Relations Bureau,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,010 Central apparatus (office) of ministries and other administrative authorities,2416744.6099999994
Central Central,149 Bureau for Cross-ethnic Relations,0149 Interethnic Relations Bureau,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,091 Other culture/education activities and facilities,580354.51
Central Central,149 Bureau for Cross-ethnic Relations,0149 Interethnic Relations Bureau,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,214 other costs,76740.27
Central Central,297 Center for Economic Crime and Corruption Control,0297 Center for Combating Economic Crimes and Corruption,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,010 Central apparatus (office) of ministries and other administrative authorities,48709019.81000002
Central Central,297 Center for Economic Crime and Corruption Control,0297 Center for Combating Economic Crimes and Corruption,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,131 Other social support and care actions and facilities,11737296.0
Central Central,297 Center for Economic Crime and Corruption Control,0297 Center for Combating Economic Crimes and Corruption,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,262 Social assistance measures taken for war veterans,165000.0
Central Central,297 Center for Economic Crime and Corruption Control,0297 Center for Combating Economic Crimes and Corruption,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,221 Specialty regional office operations,9567458.320000002
Central Central,257 Center for Human Rights,0257 Center for Human Rights,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,010 Central apparatus (office) of ministries and other administrative authorities,5850782.58
Central Central,257 Center for Human Rights,0257 Center for Human Rights,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,478 Justice reform implementation,281446.0
Central Central,195 Central Election Commission,0195 Central Election Commission,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,286 Central Election Commission operations,11335674.43
Central Central,195 Central Election Commission,0195 Central Election Commission,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,206 Conducting referendums,5804.39
Central Central,195 Central Election Commission,0195 Central Election Commission,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,205 Running local public administration authority elections,79543.61
Central Central,195 Central Election Commission,3898 Election Council of Anenii Noi City Electoral District No. 1,0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,206 Conducting referendums,15558.04
Central Central,195 Central Election Commission,"3882 Election Council of Chetrosu Electoral District No. 5, Anenii Noi",0000 UNCATEGORIZED AT THIS LEVEL,0000 UNCATEGORIZED AT THIS LEVEL,205 Running local public administration authority elections,29387.75
